# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa)
1692117396.38360834,300.14794653,63.12351571,14.35745237,0.06093134,0.43240520,-0.00723410,-0.00561046,1.10619574,-0.02920930,52.64227228,52.70000076,52.55565057,53.16599015,-0.52065262,12.16590997,0.00000000
1692117396.42360830,300.66975978,63.36068267,14.35248136,0.05108837,0.43013778,-0.00840247,-0.01123531,1.08727104,-0.02904202,52.70766779,52.70000076,51.95574909,52.54425091,-0.52047849,12.08342966,0.00000000
1692117396.46360826,301.20234480,63.60130533,14.35690639,0.05508380,0.42725130,-0.00956415,-0.01808775,1.07522083,-0.00790395,52.45189319,52.34810788,52.50756986,52.54810681,-0.50623969,12.00642648,0.00000000
1692117396.50360823,301.73449412,63.84454152,14.38629209,0.04769953,0.42650392,-0.00988031,-0.01821352,1.06165645,-0.02026301,53.04818793,52.70000076,52.09999847,52.50362262,-0.51158265,11.90719070,0.00000000
1692117396.54360819,302.21656284,64.06276923,14.40503492,0.05200145,0.42421564,-0.01069083,-0.02238903,1.04554056,-0.01528142,52.50000000,52.31157567,52.36646805,52.38902110,-0.50795608,11.84774864,0.00000000
1692117396.58360815,302.76100476,64.30478336,14.37650556,0.03000393,0.42251782,-0.01130209,-0.02458554,1.02805485,-0.02891984,52.64470098,52.50000000,52.19646641,52.34823412,-0.54488759,11.78957497,0.00000000
1692117396.62360811,303.28839147,64.53850258,14.36440263,0.03097646,0.42047330,-0.01245888,-0.02758464,1.00984974,-0.01463182,53.20000076,52.79999924,52.09243698,52.56701702,-0.55278457,11.70563580,0.00000000
1692117396.66360807,303.82617931,64.77558122,14.39553330,0.02993680,0.41737015,-0.01304415,-0.03328287,0.99974259,-0.00808310,52.55184982,52.00000000,52.43704453,52.40370086,-0.52873375,11.61654024,0.00000000
1692117396.70360804,304.35963335,65.01292699,14.40238820,0.03637038,0.41589899,-0.01336748,-0.03379292,0.98413729,-0.01452987,52.79999924,52.54489364,52.61362042,52.74489243,-0.52417004,11.52745009,0.00000000
1692117396.74360800,304.88277509,65.24194880,14.39256334,0.02533788,0.41347584,-0.01394867,-0.03672191,0.96551936,-0.01180144,52.91016610,52.70000076,51.27966824,52.39574941,-0.55127314,11.50268318,0.00000000
1692117396.78360796,305.42427750,65.47579350,14.38815912,0.01941338,0.41117590,-0.01442073,-0.03904599,0.94050932,-0.00272843,52.59999847,52.54069244,52.59999847,51.79447950,-0.53810756,11.46797367,0.00000000
1692117396.82360792,305.94367603,65.69933259,14.36307862,0.02185737,0.40844540,-0.01452987,-0.04237060,0.92451753,-0.02905973,52.94819584,52.79999924,52.41805108,52.24819507,-0.56057757,11.40033113,0.00000000
1692117396.86360788,306.47758412,65.92752658,14.34432291,0.00801349,0.40517999,-0.01569226,-0.04687528,0.91046178,-0.00662200,52.59999847,52.40751687,52.24436197,52.35563834,-0.53946809,11.29080114,0.00000000
1692117396.90360785,307.01281425,66.15798096,14.37011651,0.01263855,0.40323602,-0.01595714,-0.04718228,0.89771103,-0.02243773,52.74116608,52.59999847,52.56943384,52.54470080,-0.53632409,11.20940110,0.00000000
1692117396.94360781,307.53440441,66.37929962,14.37540066,0.00589237,0.40102300,-0.01685464,-0.04816177,0.88063572,-0.01452987,52.90000153,52.59999847,51.98498743,51.40000153,-0.54677489,11.17224571,0.00000000
1692117396.98360777,308.07259042,66.60455422,14.32808988,-0.00636967,0.39890570,-0.01743584,-0.04877945,0.86110815,-0.01452987,52.45170547,52.19658937,52.40000153,52.15170439,-0.53781896,11.13187099,0.00000000
1692117397.02360773,308.59477671,66.82596911,14.32118856,-0.01168379,0.39686057,-0.01801703,-0.04909196,0.84391785,-0.01452987,53.00000000,52.54810231,52.09620646,52.24430908,-0.57463890,11.06006738,0.00000000
1692117397.06360769,309.02598035,67.00277286,14.32808884,-0.01874709,0.39229250,-0.01859823,-0.05628463,0.82653705,-0.02905973,52.70756155,52.11134157,52.20000076,52.25567063,-0.56115874,10.98485444,0.00000000
1692117397.10360765,309.56553311,67.22663541,14.32920080,-0.01622909,0.38994238,-0.01976062,-0.05664215,0.81456989,-0.00659845,52.29999924,52.20000076,52.30369656,52.15554270,-0.58520172,10.90932989,0.00000000
1692117397.14360762,310.11371600,67.44718692,14.32848985,-0.01831134,0.38689863,-0.02002456,-0.05873360,0.79360447,-0.00793141,52.99699027,52.35150530,50.90000153,52.34213800,-0.56137691,10.88069536,0.00000000
1692117397.18360758,310.67509305,67.67078035,14.32477717,-0.01931329,0.38344053,-0.02034181,-0.06174416,0.77533944,-0.01452987,52.40000153,51.70000076,52.34492607,52.10676611,-0.53097674,10.84512416,0.00000000
1692117397.22360754,311.21768210,67.88680043,14.29437636,-0.03654498,0.38051155,-0.02092301,-0.06307615,0.76039114,-0.01452987,52.39615778,52.19615889,52.04711975,52.00000000,-0.57192013,10.78517989,0.00000000
1692117397.26360750,311.76163911,68.10065588,14.24524130,-0.04800743,0.37614275,-0.02150420,-0.06832730,0.74379524,0.00000000,52.61146075,52.20000076,51.90000153,52.05573129,-0.59564780,10.72489111,0.00000000
1692117397.30360746,312.30061045,68.31435461,14.24662769,-0.03438370,0.37337957,-0.02150420,-0.06848978,0.72592260,-0.01452987,52.24811220,51.83678557,51.89622395,51.59999847,-0.59080855,10.67784192,0.00000000
1692117397.34360743,312.82330323,68.51515997,14.24171849,-0.04518783,0.36783311,-0.02208540,-0.07584214,0.70945509,-0.02108820,52.44492333,52.09999847,51.90676696,51.75169182,-0.60009065,10.63832931,0.00000000
1692117397.38360739,313.37118709,68.72439865,14.21544640,-0.04927310,0.36494456,-0.02292892,-0.07552380,0.69098328,-0.00797153,52.20000076,51.80684239,51.79999924,51.70000076,-0.60373429,10.59224186,0.00000000
1692117397.42360735,313.89937448,68.92434884,14.20985854,-0.05633454,0.36195983,-0.02324779,-0.07551060,0.67455195,0.00000000,52.34076483,51.95184746,51.75184670,51.88891920,-0.59200923,10.54942291,0.00000000
1692117397.46360731,314.43628425,69.12495957,14.21316291,-0.04836170,0.35715600,-0.02324779,-0.08058436,0.65802684,0.00000000,52.40000153,51.90000153,51.81110025,51.90000153,-0.60837024,10.49693251,0.00000000
1692117397.50360727,314.97211492,69.32556150,14.17847652,-0.05942457,0.35389596,-0.02324779,-0.08077847,0.64012249,-0.01452987,51.85179996,51.44820125,51.55179875,51.49640098,-0.59204972,10.46633261,0.00000000
1692117397.54360723,315.47028474,69.50830895,14.13210953,-0.05439561,0.34921151,-0.02382898,-0.08468696,0.62229575,-0.00634366,52.40000153,51.70000076,51.50750277,51.79999924,-0.59404571,10.43004091,0.00000000
1692117397.58360720,316.02487887,69.70565515,14.13055475,-0.05198776,0.34520684,-0.02408273,-0.08639050,0.60702251,-0.02271607,52.05016349,51.35037918,51.54983880,51.55026981,-0.58283075,10.37887650,0.00000000
1692117397.62360716,316.55551702,69.89351440,14.11246717,-0.05886567,0.34118296,-0.02499137,-0.08802932,0.58984696,0.00000000,51.79259922,51.49259998,51.34815034,51.35555036,-0.61910459,10.34694697,0.00000000
1692117397.66360712,317.09715204,70.08208677,14.07368351,-0.06456303,0.33588803,-0.02499137,-0.09306216,0.57371275,0.00000000,52.14813854,51.54813823,51.39255552,51.46302612,-0.60244019,10.31627319,0.00000000
1692117397.70360708,317.63681583,70.27097019,14.06084007,-0.05706016,0.33203013,-0.02499137,-0.09351265,0.55793184,0.00000000,51.70000076,51.18479910,51.24050014,51.40000153,-0.56436021,10.27584810,0.00000000
1692117397.74360704,318.16467349,70.45065068,14.06960770,-0.05024463,0.32709845,-0.02499137,-0.09665893,0.54232033,0.00000000,51.79999924,51.50000000,51.24827316,51.20000076,-0.57311609,10.25116545,0.00000000
1692117397.78360701,318.70719437,70.63328193,14.03731028,-0.07562199,0.32401957,-0.02499137,-0.09463745,0.52244802,0.00000000,51.76292086,51.10738372,51.09261704,50.90000153,-0.55995755,10.22582423,0.00000000
1692117397.82360697,319.23005718,70.80819125,14.00285101,-0.06867030,0.32062343,-0.02499137,-0.09363722,0.50595154,-0.00653513,51.50000000,51.29999924,51.05535085,51.09999847,-0.57855750,10.22862690,0.00000000
1692117397.86360693,319.76679485,70.98385898,13.98271499,-0.04816739,0.31570305,-0.02525277,-0.09696200,0.47840797,-0.00799473,51.74445127,51.20000076,50.62225818,49.40000153,-0.52725866,10.24166540,0.00000000
1692117397.90360689,320.30390198,71.15961689,13.94269030,-0.07461105,0.31169525,-0.02557256,-0.09736048,0.45961058,-0.00645349,51.09999847,50.69619147,51.14188143,50.95811902,-0.58219588,10.21433205,0.00000000
1692117397.94360685,320.82542008,71.32588106,13.89350366,-0.06413722,0.30651025,-0.02583070,-0.10071155,0.44975422,-0.00807638,51.29250809,50.90000153,50.75187275,50.33314541,-0.55041740,10.14252794,0.00000000
1692117397.98360682,321.36756922,71.49518697,13.89505097,-0.06400531,0.30272858,-0.02615376,-0.10004532,0.43295529,-0.00800705,51.20706231,50.56235882,50.59293890,50.60706186,-0.54097402,10.12960506,0.00000000
1692117398.02360678,321.89127437,71.65961288,13.88519703,-0.06321996,0.29886612,-0.02647404,-0.09965509,0.41436296,0.00138503,50.70000076,50.64474949,50.50000000,50.45175078,-0.52056736,10.13353397,0.00000000
1692117398.06360674,322.32100305,71.79181475,13.86364987,-0.08226527,0.29584400,-0.02641864,-0.09726947,0.39541037,0.00662202,51.34818856,50.70000076,50.44818901,50.45905964,-0.57863646,10.11777699,0.00000000
1692117398.10360670,322.86109675,71.95642386,13.83967684,-0.06966700,0.29196934,-0.02615376,-0.09723730,0.38162470,0.00000000,50.79999924,50.28881510,50.29999924,50.40000153,-0.56143317,10.10555337,0.00000000
1692117398.14360666,323.41034814,72.11798681,13.81905382,-0.07262810,0.28830820,-0.02615376,-0.09665314,0.36354059,0.00000000,51.00000000,50.59999847,49.93728036,50.20000076,-0.55924083,10.11865861,0.00000000
1692117398.18360662,323.97335096,72.28123449,13.77176888,-0.08094179,0.28407686,-0.02615376,-0.09763456,0.34312003,0.00000000,50.85862818,50.15517743,50.33106808,49.92065784,-0.62332418,10.12892971,0.00000000
1692117398.22360659,324.50502479,72.43486852,13.73088966,-0.07807468,0.28034548,-0.02615376,-0.09718567,0.32205271,0.00000000,50.50000000,50.24824535,49.92807453,50.02105610,-0.60922070,10.11749811,0.00000000
1692117398.26360655,325.04683543,72.58849130,13.70417377,-0.07255686,0.27533769,-0.02615376,-0.10036325,0.31168890,-0.00781746,50.66930686,50.20000076,49.94059312,50.45940840,-0.59571926,10.08362670,0.00000000
1692117398.30360651,325.58292736,72.73983415,13.68668531,-0.08563751,0.27120760,-0.02646646,-0.10072113,0.30280250,-0.00671241,50.15180890,49.69638037,50.40000153,49.79999924,-0.62983796,10.06253861,0.00000000
1692117398.34360647,326.10353181,72.88305851,13.66228701,-0.09344300,0.26604932,-0.02673495,-0.10368246,0.28747312,0.00000000,50.59999847,50.00000000,49.90093264,49.85139990,-0.67037836,10.05980513,0.00000000
1692117398.38360643,326.64901168,73.03040488,13.63838802,-0.08042831,0.26263685,-0.02673495,-0.10176387,0.27259714,0.00785778,50.35558268,49.29999924,49.48511378,49.49627852,-0.67965587,10.10684048,0.00000000
1692117398.42360640,327.17279846,73.16897452,13.60801673,-0.08925557,0.25855200,-0.02642064,-0.10182410,0.25500838,-0.00785778,50.09249554,49.74437128,50.40000153,49.31059968,-0.69953183,10.10858300,0.00000000
1692117398.46360636,327.70460369,73.30766702,13.57171834,-0.08836329,0.25271390,-0.02673495,-0.10676968,0.23896696,0.00000000,50.40000153,49.45530518,49.63891357,49.61285519,-0.77207560,10.12304137,0.00000000
1692117398.50360632,328.23486491,73.44443792,13.54715104,-0.07896308,0.24844555,-0.02673495,-0.10675338,0.22289830,-0.01452987,49.79999924,49.50000000,49.68313401,48.84156510,-0.72484317,10.13140073,0.00000000
1692117398.54360628,328.72586783,73.56792712,13.52730151,-0.08967743,0.24331298,-0.02731615,-0.10897333,0.20637442,0.00000000,49.90000153,49.50000000,49.25888573,49.09999847,-0.75070655,10.13121737,0.00000000
1692117398.58360624,329.27127147,73.70138866,13.51547119,-0.09897779,0.23977075,-0.02731615,-0.10678807,0.19215112,0.00000000,49.59999847,49.05258207,49.25258096,49.14569998,-0.80496807,10.14378482,0.00000000
1692117398.62360620,329.79479882,73.82823974,13.49819621,-0.11168794,0.23603776,-0.02731615,-0.10529699,0.17496605,-0.00648366,49.74141846,49.20000076,49.05858077,49.04141770,-0.83575571,10.17118746,0.00000000
1692117398.66360617,330.32668010,73.95394179,13.44861336,-0.09463019,0.23053688,-0.02757549,-0.10887296,0.16122496,-0.00146536,49.79999924,48.59999847,48.61826276,48.47386374,-0.88096805,10.23608498,0.00000000
1692117398.70360613,330.85433375,74.07736827,13.40221139,-0.08253284,0.22601941,-0.02763411,-0.10929870,0.13697842,0.00794902,49.20000076,49.04452221,48.84748340,48.85616810,-0.85906130,10.23631734,0.00000000
1692117398.74360609,331.36554603,74.19262501,13.38251875,-0.09437832,0.21972334,-0.02731615,-0.11421789,0.13157304,-0.00663407,49.64819923,48.75540110,48.88919748,48.56260360,-0.90982343,10.21475888,0.00000000
1692117398.78360605,331.90218165,74.31193529,13.37739368,-0.08133792,0.21618417,-0.02758151,-0.11143281,0.12141620,-0.00154027,49.09999847,48.79999924,48.50000000,48.70307744,-0.89609937,10.21785447,0.00000000
1692117398.82360601,332.41895656,74.42561148,13.34815939,-0.09201699,0.21311543,-0.02764312,-0.10760161,0.10611432,0.00817434,49.29999924,48.84963162,48.49926251,48.70000076,-0.85694409,10.26039265,0.00000000
1692117398.86360598,332.94513502,74.53929173,13.33557160,-0.09601534,0.20923470,-0.02731615,-0.10639717,0.09319107,0.00000000,49.20704046,48.44471911,48.65527936,48.64823966,-0.91261477,10.28194162,0.00000000
1692117398.90360594,333.47256713,74.65085724,13.30933155,-0.09519574,0.20493810,-0.02731615,-0.10649965,0.08253490,0.00000000,49.04077705,48.59999847,48.45922295,48.50368882,-0.93914766,10.29472472,0.00000000
1692117398.94360590,333.98251043,74.75607787,13.25755067,-0.08725093,0.20019416,-0.02731615,-0.10773125,0.07268359,-0.00831351,49.20000076,47.90000153,48.39626516,48.40000153,-0.94600992,10.31911046,0.00000000
1692117398.98360586,334.51231570,74.86196207,13.24478664,-0.09376030,0.19641081,-0.02764869,-0.10632574,0.05954716,0.00831351,48.70000076,48.44565280,48.03986032,48.30579401,-0.94353526,10.37167556,0.00000000
1692117399.02360582,335.02481277,74.96375627,13.25264266,-0.08390478,0.19224026,-0.02731615,-0.10609389,0.04449337,-0.00633614,49.04809558,48.15571065,48.79999924,48.23667427,-0.95942523,10.39410480,0.00000000
1692117399.06360579,335.43684488,75.04456923,13.22394241,-0.09851255,0.18808208,-0.02756959,-0.10603318,0.03825335,-0.01481918,48.50000000,48.09999847,48.50311664,47.90000153,-0.97154567,10.40662231,0.00000000
1692117399.10360575,335.96720688,75.14463576,13.15739637,-0.09728579,0.18383108,-0.02816236,-0.10603560,0.02566881,0.00662546,48.70000076,48.25175631,48.04824293,48.05175554,-0.96550591,10.42514759,0.00000000
1692117399.14360571,336.51277294,75.24413607,13.14296901,-0.10422531,0.18026911,-0.02789734,-0.10427311,0.01603865,-0.01452987,48.65940298,47.74435907,47.99623948,48.09999847,-1.00460700,10.46135408,0.00000000
1692117399.18360567,337.06251627,75.34226062,13.16060549,-0.10159045,0.17619823,-0.02847854,-0.10401112,0.00790993,-0.00775214,48.40038620,48.00000000,48.09999847,47.85009703,-1.03648890,10.49090562,0.00000000
1692117399.22360563,337.58182325,75.43280724,13.12839541,-0.10533071,0.17040132,-0.02878862,-0.10849498,-0.00394907,0.00125035,48.59999847,47.29999924,47.71409232,47.90000153,-1.02554728,10.52744764,0.00000000
1692117399.26360559,338.11041749,75.52265951,13.08943440,-0.09829250,0.16494636,-0.02873861,-0.11158296,-0.01232367,0.00650179,48.05186757,47.79252578,47.63692110,47.75560513,-1.02313702,10.56076273,0.00000000
1692117399.30360556,338.63224869,75.60909251,13.05988092,-0.10621033,0.16053337,-0.02847854,-0.11138528,-0.02098532,-0.01452987,48.44816069,47.55552144,47.80735968,47.70000076,-1.06054709,10.58062018,0.00000000
1692117399.34360552,339.13324006,75.69041386,13.06060651,-0.10544343,0.15643054,-0.02905973,-0.11039244,-0.02928441,0.00000000,47.90000153,47.70000076,47.70000076,47.50000000,-1.11687581,10.61489688,0.00000000
1692117399.38360548,339.66700302,75.77315070,13.04373489,-0.09815584,0.15279175,-0.02905973,-0.10827995,-0.03997238,0.00795547,48.20000076,47.70000076,47.51110314,47.50000000,-1.08727523,10.64718832,0.00000000
1692117399.42360544,340.18147037,75.85122913,13.00224692,-0.10284530,0.14885589,-0.02874151,-0.10715093,-0.04756834,-0.00795547,48.00754234,47.40000153,47.29622997,47.29999924,-1.10942037,10.68658147,0.00000000
1692117399.46360540,340.70396418,75.92884438,12.97657240,-0.10838963,0.14422998,-0.02905973,-0.10805862,-0.05578447,0.01452987,47.84149216,47.40000153,47.40340216,47.29659861,-1.13705642,10.72684189,0.00000000
1692117399.50360537,341.22484362,76.00380705,12.97607310,-0.09565040,0.13992136,-0.02847854,-0.10798339,-0.06635639,-0.01452987,48.00000000,47.13498740,47.16600346,47.26699737,-1.14061664,10.76825473,0.00000000
1692117399.54360533,341.69742765,76.07002423,12.95196598,-0.11795523,0.13524747,-0.02905973,-0.10886610,-0.07550414,-0.00634337,47.40000153,47.40000153,47.10621301,47.20000076,-1.15586112,10.80992079,0.00000000
1692117399.58360529,342.23283974,76.14142538,12.90179013,-0.11560103,0.13160464,-0.02931347,-0.10696494,-0.08404452,0.00634337,47.89805826,46.79999924,46.99805868,46.90000153,-1.21853275,10.84183531,0.00000000
1692117399.62360525,342.74069286,76.20834356,12.88816081,-0.11972670,0.12795728,-0.02905973,-0.10523605,-0.09077384,-0.01452987,47.40000153,47.09999847,47.10687297,46.99656374,-1.28507260,10.88136872,0.00000000
1692117399.66360521,343.26199090,76.27321559,12.89674015,-0.09514474,0.12203481,-0.02964093,-0.11001656,-0.09670376,-0.01316620,47.59645552,46.71063529,46.94468159,47.05531841,-1.20917679,10.88324359,0.00000000
1692117399.70360518,343.78215093,76.33630378,12.87416275,-0.12361459,0.11764470,-0.03016757,-0.10996889,-0.09219066,-0.01589353,47.29999924,46.89650384,47.70000076,46.97902545,-1.30244044,10.90406586,0.00000000
1692117399.74360514,344.28873971,76.39463672,12.85350028,-0.10814728,0.11339358,-0.03080332,-0.10956164,-0.09915813,0.00000000,47.70000076,47.00000000,46.50000000,46.72750382,-1.24415162,10.95518244,0.00000000
1692117399.78360510,344.79960208,76.45118091,12.88311508,-0.12006479,0.10799791,-0.03080332,-0.11220780,-0.11248358,0.00000000,47.33107459,46.90000153,46.50000000,46.59999847,-1.29958426,11.04444853,0.00000000
1692117399.82360506,345.30495066,76.50624077,12.81539404,-0.12718264,0.10424262,-0.03080332,-0.11017588,-0.12130610,-0.01452987,47.19338652,46.90000153,46.64834603,46.75165353,-1.29803721,11.07176478,0.00000000
1692117399.86360502,345.82392476,76.55915724,12.80008971,-0.12768585,0.10055956,-0.03138451,-0.10812933,-0.12525151,0.00000000,47.59999847,46.51136365,46.61136425,46.62272789,-1.36170984,11.10514590,0.00000000
1692117399.90360498,346.33785792,76.61012978,12.80371880,-0.11395288,0.09605454,-0.03138451,-0.10862562,-0.13333366,-0.01452987,46.90000153,46.64814534,46.60741728,46.49629159,-1.31268342,11.14392519,0.00000000
1692117399.94360495,346.83700071,76.65647694,12.74313722,-0.10964701,0.08974605,-0.03196571,-0.11367190,-0.13794989,0.00000000,47.19622517,46.28867824,46.20000076,46.50000000,-1.34099468,11.19001430,0.00000000
1692117399.98360491,347.35621601,76.70221567,12.73592303,-0.12838889,0.08541061,-0.03196571,-0.11306580,-0.14106854,0.00000000,46.80335124,46.59999847,46.74832499,46.96507615,-1.31244384,11.18790849,0.00000000
1692117400.02360487,347.85970204,76.74476354,12.77322495,-0.11952667,0.08102125,-0.03196571,-0.11267952,-0.13677381,0.00000000,47.24813909,46.00000000,46.62233170,46.90000153,-1.31989337,11.19974344,0.00000000
1692117400.06360483,348.28238789,76.78046017,12.73388842,-0.12597937,0.07785878,-0.03196571,-0.10921585,-0.14198123,-0.01452987,46.70000076,46.45184464,46.40737520,46.22234141,-1.33940195,11.28800436,0.00000000
1692117400.10360479,348.79624308,76.81970202,12.74543726,-0.12699690,0.07354636,-0.03254690,-0.10907294,-0.15498189,-0.02905973,47.00000000,46.26279242,46.57441548,46.01096495,-1.33378834,11.36951547,0.00000000
1692117400.14360476,349.32068302,76.85711821,12.69207349,-0.13296700,0.06983236,-0.03370929,-0.10743478,-0.15675047,-0.00783505,47.00737315,46.39262654,46.44446903,46.44078437,-1.35828901,11.37994822,0.00000000
1692117400.18360472,349.85865002,76.89258523,12.69982955,-0.12334727,0.06527328,-0.03402269,-0.10818927,-0.15719485,0.00783505,46.78929726,46.29999924,46.29999924,46.09999847,-1.30703939,11.38573369,0.00000000
1692117400.22360468,350.37060855,76.92441951,12.70461851,-0.14998006,0.06040862,-0.03370929,-0.10972680,-0.16101583,0.00000000,46.75499025,46.20000076,45.79999924,46.68493107,-1.38481633,11.40572788,0.00000000
1692117400.26360464,350.86625862,76.95304504,12.65907525,-0.14213913,0.05441104,-0.03370929,-0.11435979,-0.15409869,-0.01452987,46.59999847,46.29999924,46.12861832,45.70000076,-1.33831794,11.46881236,0.00000000
1692117400.30360460,351.37682965,76.97998999,12.70426494,-0.14425819,0.04965461,-0.03429048,-0.11493503,-0.16539368,-0.01452987,47.09999847,45.94838543,45.97746000,46.13869208,-1.35817595,11.52896331,0.00000000
1692117400.34360456,351.88176995,77.00311024,12.67170284,-0.15513588,0.04331419,-0.03487168,-0.11951471,-0.16868204,-0.01452987,46.50000000,46.14823997,46.28343264,46.28592427,-1.36022567,11.57617146,0.00000000
1692117400.38360453,352.40723724,77.02481412,12.66468370,-0.14570924,0.03890223,-0.03545287,-0.11858535,-0.16768243,-0.00793212,46.84816112,45.84080239,46.11471411,46.19632041,-1.37181304,11.58883754,0.00000000
1692117400.42360449,352.91360495,77.04266098,12.65873344,-0.15548961,0.03403502,-0.03577016,-0.11896759,-0.16772083,0.00793212,46.45184747,46.20000076,46.53324125,46.04076557,-1.36840429,11.59169523,0.00000000
1692117400.46360445,353.42888300,77.05829879,12.64193136,-0.14700950,0.02687958,-0.03545287,-0.12569379,-0.15989116,-0.00654956,46.79999924,45.70000076,45.59999847,46.05906486,-1.37292968,11.63630949,0.00000000
1692117400.50360441,353.93956208,77.07143973,12.67102593,-0.15671625,0.02185156,-0.03571486,-0.12569444,-0.16567053,-0.00798031,46.50000000,46.09999847,45.90000153,46.06261137,-1.37125366,11.67677947,0.00000000
1692117400.54360437,354.40041269,77.08091853,12.62098849,-0.15140379,0.01628084,-0.03603407,-0.12711191,-0.16438332,0.00000000,46.49292147,45.81061697,46.02699602,45.09999847,-1.37726731,11.74230919,0.00000000
1692117400.58360434,354.93085974,77.08886609,12.64733981,-0.16484443,0.01207892,-0.03603407,-0.12479759,-0.16532577,0.00000000,46.65903882,45.94457649,45.97349581,46.90000153,-1.41158939,11.74961090,0.00000000
1692117400.62360430,355.43802787,77.09315739,12.62576166,-0.15545624,0.00738713,-0.03603407,-0.12399847,-0.16357488,-0.00790242,46.54172243,45.80662071,46.13179061,45.75496613,-1.39599334,11.77233602,0.00000000
1692117400.66360426,355.95337103,77.09487113,12.63417846,-0.14811706,-0.00037780,-0.03635016,-0.13185388,-0.16076913,-0.00662744,46.79999924,45.94816131,45.85551881,46.16287600,-1.39280828,11.81697288,0.00000000
1692117400.70360422,356.46247036,77.09415043,12.63913284,-0.15020611,-0.00572103,-0.03661526,-0.13203926,-0.16002196,0.00000000,46.29999924,46.00000000,46.17020299,45.97796006,-1.36063688,11.82301241,0.00000000
1692117400.74360418,356.96044812,77.09034875,12.61074689,-0.16788079,-0.01179014,-0.03661526,-0.13406160,-0.15015952,0.00000000,46.90000153,45.79999924,45.92528274,46.01901240,-1.40401346,11.84877633,0.00000000
1692117400.78360415,357.47945853,77.08451239,12.64234177,-0.16940957,-0.01570307,-0.03661526,-0.13024342,-0.14915271,-0.00655419,46.40000153,46.00000000,46.50000000,45.94154960,-1.41003367,11.86319138,0.00000000
1692117400.82360411,357.97772772,77.07529974,12.60998688,-0.14970740,-0.02003951,-0.03687743,-0.12787619,-0.14721213,-0.00149240,46.59669478,45.59008358,45.99338880,45.99008326,-1.40136962,11.90850105,0.00000000
1692117400.86360407,358.48560218,77.06425632,12.63471961,-0.16567450,-0.02676350,-0.03693713,-0.13238999,-0.14320393,-0.00648328,46.25184299,46.00000000,46.17764676,46.79999924,-1.41332357,11.90578349,0.00000000
1692117400.90360403,358.99585995,77.05002482,12.61452255,-0.16068499,-0.03207799,-0.03719646,-0.13243966,-0.13676219,0.00000000,46.79999924,45.64825927,45.92737483,45.96914415,-1.39587775,11.93080325,0.00000000
1692117400.94360399,359.49023695,77.03341363,12.63455230,-0.15957467,-0.03758918,-0.03719646,-0.13298184,-0.13691778,0.00000000,46.40000153,45.90000153,45.96664839,46.00369941,-1.38006945,11.98724072,0.00000000
1692117400.98360395,360.00321544,77.01380480,12.62829678,-0.17324955,-0.04160256,-0.03719646,-0.12954501,-0.13551423,-0.01452987,46.39260885,45.40000153,46.30739007,46.02967455,-1.40075968,12.00208019,0.00000000
1692117401.02360392,360.50115017,76.99239128,12.60886716,-0.17466214,-0.04666980,-0.03777765,-0.12923061,-0.12634671,0.00000000,46.65922770,46.00000000,46.12232302,46.17398764,-1.44710810,12.01154972,0.00000000
1692117401.06360388,360.91357628,76.97290256,12.64640616,-0.17092510,-0.05169975,-0.03777765,-0.12911890,-0.12452013,0.00000000,46.59324250,45.75506849,46.50000000,45.98310520,-1.39098075,12.04014859,0.00000000
1692117401.10360384,361.42492724,76.94568643,12.61705697,-0.16485127,-0.05685509,-0.03777765,-0.12912350,-0.12998765,-0.02087209,46.70000076,45.90000153,45.59999847,45.75184431,-1.42231814,12.11141104,0.00000000
1692117401.14360380,361.95154565,76.91439208,12.64292479,-0.17678050,-0.06182188,-0.03861254,-0.12866048,-0.12644484,-0.00818764,46.29999924,45.70867069,46.26300494,46.79999924,-1.38644224,12.11721043,0.00000000
1692117401.18360376,362.48674482,76.87894245,12.61954918,-0.18902253,-0.06772470,-0.03894004,-0.13070968,-0.11780556,-0.00790415,46.90000153,45.84929598,46.14647953,45.59999847,-1.46704876,12.12068001,0.00000000
1692117401.22360373,362.99820337,76.84228349,12.64754728,-0.18673727,-0.07347896,-0.03925621,-0.13219635,-0.11850941,-0.00662572,46.45181405,46.00000000,45.96994716,45.98912016,-1.42869488,12.18902997,0.00000000
1692117401.26360369,363.50920401,76.80336070,12.64785900,-0.17473453,-0.07980258,-0.03952124,-0.13514800,-0.12155798,0.00000000,46.69670230,45.90000153,46.03846322,45.84175711,-1.43940808,12.21994939,0.00000000
1692117401.30360365,364.01829244,76.76193786,12.62941197,-0.19220448,-0.08532582,-0.03952124,-0.13550910,-0.11439801,-0.00800779,46.50000000,46.00000000,46.15258807,46.19654757,-1.43958276,12.22422876,0.00000000
1692117401.34360361,364.51836874,76.71732654,12.66918003,-0.18897611,-0.09186690,-0.03984155,-0.13845128,-0.10672340,0.00145023,46.90000153,45.64820440,46.70000076,46.17845671,-1.45879016,12.21700518,0.00000000
